疾病	关系	基因
Malignant Neoplasm Of Breast	相关基因	MAPK9
Malignant Neoplasm Of Breast	相关基因	MAPT
Malignant Neoplasm Of Breast	相关基因	MDM2
Malignant Neoplasm Of Breast	相关基因	MET
Malignant Neoplasm Of Breast	相关基因	MMP1
Malignant Neoplasm Of Breast	相关基因	MMP13
Malignant Neoplasm Of Breast	相关基因	MMP14
Malignant Neoplasm Of Breast	相关基因	MMP2
Malignant Neoplasm Of Breast	相关基因	MMP9
Malignant Neoplasm Of Breast	相关基因	MTOR
Malignant Neoplasm Of Breast	相关基因	MYC
Malignant Neoplasm Of Breast	相关基因	NCOA1
Malignant Neoplasm Of Breast	相关基因	NDUFB3
Malignant Neoplasm Of Breast	相关基因	NEK2
Malignant Neoplasm Of Breast	相关基因	NME1
Malignant Neoplasm Of Breast	相关基因	NQO1
Malignant Neoplasm Of Breast	相关基因	NQO2
Malignant Neoplasm Of Breast	相关基因	NR3C1
Malignant Neoplasm Of Breast	相关基因	NR3C2
Malignant Neoplasm Of Breast	相关基因	NRP1
Malignant Neoplasm Of Breast	相关基因	ODC1
Malignant Neoplasm Of Breast	相关基因	PARP1
Malignant Neoplasm Of Breast	相关基因	PCNA
Malignant Neoplasm Of Breast	相关基因	PDE4D
Malignant Neoplasm Of Breast	相关基因	PDE6B
Malignant Neoplasm Of Breast	相关基因	PDGFRB
Malignant Neoplasm Of Breast	相关基因	PDHB
Malignant Neoplasm Of Breast	相关基因	PGR
Malignant Neoplasm Of Breast	相关基因	PHGDH
Malignant Neoplasm Of Breast	相关基因	PIK3CA
Malignant Neoplasm Of Breast	相关基因	PIK3R1
Malignant Neoplasm Of Breast	相关基因	PLAU
Malignant Neoplasm Of Breast	相关基因	PLAUR
Malignant Neoplasm Of Breast	相关基因	PLK1
Malignant Neoplasm Of Breast	相关基因	PPARA
Malignant Neoplasm Of Breast	相关基因	PREP
Malignant Neoplasm Of Breast	相关基因	PRKACA
Malignant Neoplasm Of Breast	相关基因	PRKCA
Malignant Neoplasm Of Breast	相关基因	PRLR
Malignant Neoplasm Of Breast	相关基因	PROS1
Malignant Neoplasm Of Breast	相关基因	PTEN
Malignant Neoplasm Of Breast	相关基因	PTGS2
Malignant Neoplasm Of Breast	相关基因	PTK2
Malignant Neoplasm Of Breast	相关基因	RAD51
Malignant Neoplasm Of Breast	相关基因	RARA
Malignant Neoplasm Of Breast	相关基因	RARB
Malignant Neoplasm Of Breast	相关基因	RB1
Malignant Neoplasm Of Breast	相关基因	RELA
Malignant Neoplasm Of Breast	相关基因	RHOA
Malignant Neoplasm Of Breast	相关基因	RPL11
Malignant Neoplasm Of Breast	相关基因	RPS17
Malignant Neoplasm Of Breast	相关基因	SCNN1A
Malignant Neoplasm Of Breast	相关基因	SERPINE1
Malignant Neoplasm Of Breast	相关基因	SLC16A1
Malignant Neoplasm Of Breast	相关基因	SLC19A2
Malignant Neoplasm Of Breast	相关基因	SLC19A3
Malignant Neoplasm Of Breast	相关基因	SLC1A2
Malignant Neoplasm Of Breast	相关基因	SLC22A5
Malignant Neoplasm Of Breast	相关基因	SLC7A8
Malignant Neoplasm Of Breast	相关基因	SMAD2
Malignant Neoplasm Of Breast	相关基因	SRC
Malignant Neoplasm Of Breast	相关基因	ST14
Malignant Neoplasm Of Breast	相关基因	STAT3
Malignant Neoplasm Of Breast	相关基因	STS
Malignant Neoplasm Of Breast	相关基因	SULT1E1
Malignant Neoplasm Of Breast	相关基因	SUOX
Malignant Neoplasm Of Breast	相关基因	TACR1
Malignant Neoplasm Of Breast	相关基因	TEK
Malignant Neoplasm Of Breast	相关基因	TERT
Malignant Neoplasm Of Breast	相关基因	TFF1
Malignant Neoplasm Of Breast	相关基因	TGFB1
Malignant Neoplasm Of Breast	相关基因	TGFB3
Malignant Neoplasm Of Breast	相关基因	TGFBR1
Malignant Neoplasm Of Breast	相关基因	TGFBR2
Malignant Neoplasm Of Breast	相关基因	TIMP3
Malignant Neoplasm Of Breast	相关基因	TNF
Malignant Neoplasm Of Breast	相关基因	TNFSF11
Malignant Neoplasm Of Breast	相关基因	TNNC1
Malignant Neoplasm Of Breast	相关基因	TOP1
Malignant Neoplasm Of Breast	相关基因	TOP2A
Malignant Neoplasm Of Breast	相关基因	TP53
Malignant Neoplasm Of Breast	相关基因	TYMP
Malignant Neoplasm Of Breast	相关基因	UCHL1
Malignant Neoplasm Of Breast	相关基因	VEGFA
Malignant Neoplasm Of Breast	相关基因	AQP4
Malignant Neoplasm Of Breast	相关基因	CCNB1
Malignant Neoplasm Of Breast	相关基因	CCND3
Malignant Neoplasm Of Breast	相关基因	CCNE1
Malignant Neoplasm Of Breast	相关基因	CCNG1
Malignant Neoplasm Of Breast	相关基因	ELK1
Malignant Neoplasm Of Breast	相关基因	CDC25A
Malignant Neoplasm Of Breast	相关基因	BAK1
Malignant Neoplasm Of Breast	相关基因	BARD1
Malignant Neoplasm Of Breast	相关基因	BAX
Malignant Neoplasm Of Breast	相关基因	ACLY
Malignant Neoplasm Of Breast	相关基因	GADD45A
Malignant Neoplasm Of Breast	相关基因	BSG
Malignant Neoplasm Of Breast	相关基因	TSC22D3
Malignant Neoplasm Of Breast	相关基因	HBEGF
Malignant Neoplasm Of Breast	相关基因	DUSP1
Malignant Neoplasm Of Breast	相关基因	E2F1
Malignant Neoplasm Of Breast	相关基因	CASP9
Malignant Neoplasm Of Breast	相关基因	SMAD7
Malignant Neoplasm Of Breast	相关基因	IL6ST
Malignant Neoplasm Of Breast	相关基因	NRG1
Malignant Neoplasm Of Breast	相关基因	SFN
Malignant Neoplasm Of Breast	相关基因	FOSB
Malignant Neoplasm Of Breast	相关基因	CXCL2
Malignant Neoplasm Of Breast	相关基因	IGFBP5
Malignant Neoplasm Of Breast	相关基因	PMAIP1
Malignant Neoplasm Of Breast	相关基因	MAP2K4
Malignant Neoplasm Of Breast	相关基因	CX3CL1
Malignant Neoplasm Of Breast	相关基因	MKI67
Malignant Neoplasm Of Breast	相关基因	PAK1
Malignant Neoplasm Of Breast	相关基因	MAPK7
Malignant Neoplasm Of Breast	相关基因	PRL
Malignant Neoplasm Of Breast	相关基因	KLK10
Malignant Neoplasm Of Breast	相关基因	RPS6KB1
Malignant Neoplasm Of Breast	相关基因	KCNK5
Malignant Neoplasm Of Breast	相关基因	FOSL1
Malignant Neoplasm Of Breast	相关基因	TNFSF10
Malignant Neoplasm Of Breast	相关基因	XBP1
Malignant Neoplasm Of Breast	相关基因	TIMP1
Malignant Neoplasm Of Breast	相关基因	TIMP2
Malignant Neoplasm Of Breast	相关基因	TIMP4
Malignant Neoplasm Of Breast	相关基因	SOD3
Malignant Neoplasm Of Breast	相关基因	SP1
Malignant Neoplasm Of Breast	相关基因	TNP1
Malignant Neoplasm Of Breast	相关基因	SPP1
Malignant Neoplasm Of Breast	相关基因	DCAF5
Malignant Neoplasm Of Breast	相关基因	SGK3
Malignant Neoplasm Of Breast	相关基因	SPDEF
Malignant Neoplasm Of Breast	相关基因	HPSE
Malignant Neoplasm Of Breast	相关基因	PBK
Malignant Neoplasm Of Breast	相关基因	ADIPOR2
Malignant Neoplasm Of Breast	相关基因	NUF2
Glioblastoma	相关基因	SGK1
Glioblastoma	相关基因	PLOD2
Glioblastoma	相关基因	CLDN4
Glioblastoma	相关基因	PTGES
Glioblastoma	相关基因	NRP1
Glioblastoma	相关基因	RASGRF2
Glioblastoma	相关基因	CASK
Glioblastoma	相关基因	PLSCR1
Glioblastoma	相关基因	ABCC3
Glioblastoma	相关基因	CFLAR
Glioblastoma	相关基因	PHGDH
Glioblastoma	相关基因	TGFB1I1
Glioblastoma	相关基因	CA12
Glioblastoma	相关基因	SLC25A20
Glioblastoma	相关基因	NCOR1
Glioblastoma	相关基因	KLF7
Glioblastoma	相关基因	IDH1
Glioblastoma	相关基因	WISP2
Glioblastoma	相关基因	ABCC6
Glioblastoma	相关基因	ZBTB7A
Glioblastoma	相关基因	PSMG1
Glioblastoma	相关基因	ABCA1
Glioblastoma	相关基因	GLUD1
Glioblastoma	相关基因	CP
Glioblastoma	相关基因	EGFR
Glioblastoma	相关基因	C1R
Glioblastoma	相关基因	HP
Glioblastoma	相关基因	CFD
Glioblastoma	相关基因	PLAU
Glioblastoma	相关基因	PLAT
Glioblastoma	相关基因	CA2
Glioblastoma	相关基因	AGT
Glioblastoma	相关基因	C5
Glioblastoma	相关基因	TIMP1
Glioblastoma	相关基因	MYC
Glioblastoma	相关基因	HRAS
Glioblastoma	相关基因	KRAS
Glioblastoma	相关基因	PDGFB
Glioblastoma	相关基因	EGF
Glioblastoma	相关基因	IL1B
Glioblastoma	相关基因	HLA-A
Glioblastoma	相关基因	HLA-DQB1
Glioblastoma	相关基因	COL1A1
Glioblastoma	相关基因	COL3A1
Glioblastoma	相关基因	MBP
Glioblastoma	相关基因	FN1
Glioblastoma	相关基因	HLA-B
Glioblastoma	相关基因	CAT
Glioblastoma	相关基因	CSTB
Glioblastoma	相关基因	PDGFA
Glioblastoma	相关基因	TFF1
Glioblastoma	相关基因	PRNP
Glioblastoma	相关基因	SOD2
Glioblastoma	相关基因	OAT
Glioblastoma	相关基因	HLA-DRB1
Glioblastoma	相关基因	ERBB2
Glioblastoma	相关基因	TP53
Glioblastoma	相关基因	IGF1
Glioblastoma	相关基因	APOD
Glioblastoma	相关基因	SERPINE1
Glioblastoma	相关基因	ALPL
Glioblastoma	相关基因	EIF2S1
Glioblastoma	相关基因	ICAM1
Glioblastoma	相关基因	JUN
Glioblastoma	相关基因	PRKCB
Glioblastoma	相关基因	FYN
Glioblastoma	相关基因	BCHE
Glioblastoma	相关基因	GLA
Glioblastoma	相关基因	RB1
Glioblastoma	相关基因	DBI
Glioblastoma	相关基因	GPX1
Glioblastoma	相关基因	THBD
Glioblastoma	相关基因	DCN
Glioblastoma	相关基因	HEXB
Glioblastoma	相关基因	CTSB
Glioblastoma	相关基因	LAMB1
Glioblastoma	相关基因	THBS1
Glioblastoma	相关基因	IGF1R
Glioblastoma	相关基因	COL1A2
Glioblastoma	相关基因	ASNS
Glioblastoma	相关基因	MMP2
Glioblastoma	相关基因	CD14
Glioblastoma	相关基因	MET
Glioblastoma	相关基因	ADRB1
Glioblastoma	相关基因	VIM
Glioblastoma	相关基因	ANXA5
Glioblastoma	相关基因	STS
Glioblastoma	相关基因	FGF2
Glioblastoma	相关基因	SPARC
Glioblastoma	相关基因	TPM1
Glioblastoma	相关基因	PDGFRB
Glioblastoma	相关基因	UCHL1
Glioblastoma	相关基因	CXCL8
Glioblastoma	相关基因	BCL2
Glioblastoma	相关基因	MGST1
Glioblastoma	相关基因	MAPT
Glioblastoma	相关基因	PRKAR1A
Glioblastoma	相关基因	GHR
Glioblastoma	相关基因	PIM1
Glioblastoma	相关基因	FGFR1
Glioblastoma	相关基因	TOP2A
Glioblastoma	相关基因	CDK4
Glioblastoma	相关基因	CYBA
Glioblastoma	相关基因	VCAN
Glioblastoma	相关基因	ACP5
Glioblastoma	相关基因	MMP9
Glioblastoma	相关基因	UQCRB
Glioblastoma	相关基因	BRAF
Glioblastoma	相关基因	FOLR1
Glioblastoma	相关基因	FOSL2
Glioblastoma	相关基因	NQO1
Glioblastoma	相关基因	VEGFA
Glioblastoma	相关基因	TIMP2
Glioblastoma	相关基因	CD44
Glioblastoma	相关基因	PDGFRA
Glioblastoma	相关基因	EPCAM
Glioblastoma	相关基因	MGMT
Glioblastoma	相关基因	PRKCA
Glioblastoma	相关基因	GJA1
Glioblastoma	相关基因	AMD1
Glioblastoma	相关基因	IGFBP3
Glioblastoma	相关基因	IGFBP2
Glioblastoma	相关基因	LBP
Glioblastoma	相关基因	PAM
Glioblastoma	相关基因	VCAM1
Glioblastoma	相关基因	SLC9A1
Glioblastoma	相关基因	CAPN3
Glioblastoma	相关基因	CAST
Glioblastoma	相关基因	ATP6V1B2
Glioblastoma	相关基因	FLNA
Glioblastoma	相关基因	FGFR2
Glioblastoma	相关基因	RYR1
Glioblastoma	相关基因	TGM2
Glioblastoma	相关基因	RPS6KB1
Glioblastoma	相关基因	AHCY
Glioblastoma	相关基因	CCND1
Glioblastoma	相关基因	EDNRB
Glioblastoma	相关基因	IGFBP5
Glioblastoma	相关基因	CDK2
Glioblastoma	相关基因	CD40
Glioblastoma	相关基因	DNMT1
Glioblastoma	相关基因	MAPK3
Glioblastoma	相关基因	PDE4A
Glioblastoma	相关基因	PIK3R1
Glioblastoma	相关基因	PSMB8
Glioblastoma	相关基因	MAPK1
Glioblastoma	相关基因	PCSK1
Glioblastoma	相关基因	PTPN6
Glioblastoma	相关基因	PML
Glioblastoma	相关基因	WEE1
Glioblastoma	相关基因	AKT1
Glioblastoma	相关基因	AKT2
Glioblastoma	相关基因	YWHAB
Glioblastoma	相关基因	CTH
Glioblastoma	相关基因	IL13
Glioblastoma	相关基因	NOS2
Glioblastoma	相关基因	HRH1
Glioblastoma	相关基因	IRS1
Glioblastoma	相关基因	KDR
Glioblastoma	相关基因	SLC16A2
Glioblastoma	相关基因	CHI3L1
Glioblastoma	相关基因	TGFBR2
Glioblastoma	相关基因	PPARG
Glioblastoma	相关基因	SNCA
Glioblastoma	相关基因	GGCX
Glioblastoma	相关基因	CDKN1A
Glioblastoma	相关基因	GDNF
Glioblastoma	相关基因	DCT
Glioblastoma	相关基因	STAT3
Glioblastoma	相关基因	CD86
Glioblastoma	相关基因	PIK3CA
Glioblastoma	相关基因	MTOR
Glioblastoma	相关基因	WAS
Glioblastoma	相关基因	SLC1A4
Glioblastoma	相关基因	CTSK
Glioblastoma	相关基因	NAMPT
Glioblastoma	相关基因	MAPK8
Glioblastoma	相关基因	MAP1B
Glioblastoma	相关基因	GABRA2
Glioblastoma	相关基因	SLC6A8
Glioblastoma	相关基因	PIP4K2A
Glioblastoma	相关基因	IFNAR2
Glioblastoma	相关基因	GSS
Glioblastoma	相关基因	CSNK1A1
Glioblastoma	相关基因	IDH2
Glioblastoma	相关基因	ARRB1
Glioblastoma	相关基因	HINT1
Glioblastoma	相关基因	RGS4
Glioblastoma	相关基因	GSK3B
Glioblastoma	相关基因	MMP14
Glioblastoma	相关基因	TNFSF10
Glioblastoma	相关基因	TUB
Glioblastoma	相关基因	FABP6
Glioblastoma	相关基因	CAV2
Glioblastoma	相关基因	ALDH5A1
Glioblastoma	相关基因	CCL11
Glioblastoma	相关基因	RPS6KA3
Glioblastoma	相关基因	SLC16A1
Glioblastoma	相关基因	PMS2
Glioblastoma	相关基因	HSPA2
Glioblastoma	相关基因	CASP6
Glioblastoma	相关基因	OXCT1
Glioblastoma	相关基因	BID
Glioblastoma	相关基因	PTEN
Glioblastoma	相关基因	IL2
Glioblastoma	相关基因	CDC42
Glioblastoma	相关基因	CXCR4
Glioblastoma	相关基因	PCBD1
Glioblastoma	相关基因	ACTA2
Glioblastoma	相关基因	TNNC1
Glioblastoma	相关基因	PRKDC
Glioblastoma	相关基因	CCL20
Glioblastoma	相关基因	CDK6
Glioblastoma	相关基因	MDM2
Glioblastoma	相关基因	E2F1
Glioblastoma	相关基因	PRKCE
Glioblastoma	相关基因	CENPE
Glioblastoma	相关基因	ALDH6A1
Glioblastoma	相关基因	GNA12
Glioblastoma	相关基因	PTS
Glioblastoma	相关基因	PLAUR
Glioblastoma	相关基因	PTK2
Glioblastoma	相关基因	PRKCZ
Glioblastoma	相关基因	PPP3CA
Glioblastoma	相关基因	EHHADH
Glioblastoma	相关基因	KCNH2
Glioblastoma	相关基因	MERTK
Glioblastoma	相关基因	DPYD
Glioblastoma	相关基因	PLA2G7
Glioblastoma	相关基因	NR1H3
Glioblastoma	相关基因	PAK1
Glioblastoma	相关基因	PTK7
Glioblastoma	相关基因	ADAM9
Glioblastoma	相关基因	BMPR2
Glioblastoma	相关基因	TUBB2A
Glioblastoma	相关基因	KEAP1
Glioblastoma	相关基因	PDE3A
Glioblastoma	相关基因	IL11RA
Glioblastoma	相关基因	IL13RA2
Glioblastoma	相关基因	ITPR1
Glioblastoma	相关基因	KCNB1
Glioblastoma	相关基因	CASP8
Glioblastoma	相关基因	PCOLCE
Glioblastoma	相关基因	EBP
Glioblastoma	相关基因	ERBB4
Glioblastoma	相关基因	CNN3
Glioblastoma	相关基因	BCL2A1
Glioblastoma	相关基因	NFE2
Glioblastoma	相关基因	PTGIS
Glioblastoma	相关基因	HIF1A
Glioblastoma	相关基因	DDR2
Glioblastoma	相关基因	IER5
Glioblastoma	相关基因	TUBA1A
Glioblastoma	相关基因	MYH14
Glioblastoma	相关基因	MAGI2
Glioblastoma	相关基因	CD163
Glioblastoma	相关基因	NAGS
Glioblastoma	相关基因	MCFD2
Glioblastoma	相关基因	MADD
Glioblastoma	相关基因	NR4A3
Glioblastoma	相关基因	RYR2
Glioblastoma	相关基因	HAS2
Glioblastoma	相关基因	KISS1R
Glioblastoma	相关基因	SMARCE1
Glioblastoma	相关基因	SGK3
Glioblastoma	相关基因	PYCR2
Glioblastoma	相关基因	CAMKK2
Glioblastoma	相关基因	PLIN2
Glioblastoma	相关基因	TIMP4
Glioblastoma	相关基因	CITED1
Glioblastoma	相关基因	HDAC8
Glioblastoma	相关基因	FTO
Glioblastoma	相关基因	TPK1
Glioblastoma	相关基因	GLIPR2
Glioblastoma	相关基因	NOD2
Glioblastoma	相关基因	NRXN3
Glioblastoma	相关基因	ISYNA1
Glioblastoma	相关基因	GPHN
Glioblastoma	相关基因	BATF3
Glioblastoma	相关基因	DUSP22
Glioblastoma	相关基因	PNPO
Glioblastoma	相关基因	SPHK1
Glioblastoma	相关基因	PLK2
Glioblastoma	相关基因	PSENEN
Glioblastoma	相关基因	GABBR1
Glioblastoma	相关基因	STK39
Glioblastoma	相关基因	SLC7A7
Glioblastoma	相关基因	ALK
Glioblastoma	相关基因	ST3GAL5
Glioblastoma	相关基因	AFG3L2
Glioblastoma	相关基因	HEY1
Glioblastoma	相关基因	PSAT1
Glioblastoma	相关基因	F11R
Depressive Disorder	相关基因	A2M
Depressive Disorder	相关基因	AANAT
Depressive Disorder	相关基因	ABCB1
Depressive Disorder	相关基因	ACE
Depressive Disorder	相关基因	ACSL4
Depressive Disorder	相关基因	ADCY5
Depressive Disorder	相关基因	ADCYAP1
Depressive Disorder	相关基因	ADRA2A
Depressive Disorder	相关基因	ADRB1
Depressive Disorder	相关基因	AGT
Depressive Disorder	相关基因	AKT1
Depressive Disorder	相关基因	ALB
Depressive Disorder	相关基因	ALK
Depressive Disorder	相关基因	ANG
Depressive Disorder	相关基因	APP
Depressive Disorder	相关基因	APRT
Depressive Disorder	相关基因	AR
Depressive Disorder	相关基因	ATP1A3
Depressive Disorder	相关基因	ATP2A2
Depressive Disorder	相关基因	ATP6V1B2
Depressive Disorder	相关基因	BCL2
Depressive Disorder	相关基因	BDNF
Depressive Disorder	相关基因	CACNA1C
Depressive Disorder	相关基因	CACNB2
Depressive Disorder	相关基因	CAMP
Depressive Disorder	相关基因	CASR
Depressive Disorder	相关基因	CBS
Depressive Disorder	相关基因	CHAT
Depressive Disorder	相关基因	CHRNA2
Depressive Disorder	相关基因	CHRNA4
Depressive Disorder	相关基因	CHRNA6
Depressive Disorder	相关基因	COMT
Depressive Disorder	相关基因	CP
Depressive Disorder	相关基因	CREB1
Depressive Disorder	相关基因	CRH
Depressive Disorder	相关基因	CSF1R
Depressive Disorder	相关基因	CTSF
Depressive Disorder	相关基因	CXCL8
Depressive Disorder	相关基因	CYP2C19
Depressive Disorder	相关基因	CYP2D6
Depressive Disorder	相关基因	DAO
Depressive Disorder	相关基因	DBH
Depressive Disorder	相关基因	DLG4
Depressive Disorder	相关基因	DNMT1
Depressive Disorder	相关基因	DRD1
Depressive Disorder	相关基因	DRD2
Depressive Disorder	相关基因	DRD3
Depressive Disorder	相关基因	DRD5
Depressive Disorder	相关基因	ELN
Depressive Disorder	相关基因	EPCAM
Depressive Disorder	相关基因	ERBB4
Depressive Disorder	相关基因	ESR1
Depressive Disorder	相关基因	FGF2
Depressive Disorder	相关基因	FGFR1
Depressive Disorder	相关基因	FGFR2
Depressive Disorder	相关基因	FOS
Depressive Disorder	相关基因	FTH1
Depressive Disorder	相关基因	FTL
Depressive Disorder	相关基因	FTO
Depressive Disorder	相关基因	GABRA3
Depressive Disorder	相关基因	GABRB3
Depressive Disorder	相关基因	GAD1
Depressive Disorder	相关基因	GBA
Depressive Disorder	相关基因	GDNF
Depressive Disorder	相关基因	GLUL
Depressive Disorder	相关基因	GNAS
Depressive Disorder	相关基因	GNRHR
Depressive Disorder	相关基因	GPX1
Depressive Disorder	相关基因	GPX4
Depressive Disorder	相关基因	GRIA1
Depressive Disorder	相关基因	GRIA3
Depressive Disorder	相关基因	GRIN2A
Depressive Disorder	相关基因	GRIN2B
Depressive Disorder	相关基因	GRM1
Depressive Disorder	相关基因	GSK3B
Depressive Disorder	相关基因	GSTM1
Depressive Disorder	相关基因	HBB
Depressive Disorder	相关基因	HCRT
Depressive Disorder	相关基因	HDAC6
Depressive Disorder	相关基因	HSD11B1
Depressive Disorder	相关基因	HSF1
Depressive Disorder	相关基因	HTR1A
Depressive Disorder	相关基因	HTR1B
Depressive Disorder	相关基因	HTR2A
Depressive Disorder	相关基因	HTR3A
Depressive Disorder	相关基因	HTT
Depressive Disorder	相关基因	IDO1
Depressive Disorder	相关基因	IGF1
Depressive Disorder	相关基因	IL1A
Depressive Disorder	相关基因	IL1B
Depressive Disorder	相关基因	IL2
Depressive Disorder	相关基因	IL6
Depressive Disorder	相关基因	INS
Depressive Disorder	相关基因	KCNJ6
Depressive Disorder	相关基因	KCNK2
Depressive Disorder	相关基因	KRAS
Depressive Disorder	相关基因	LIMK1
Depressive Disorder	相关基因	MAOA
Depressive Disorder	相关基因	MAOB
Depressive Disorder	相关基因	MAPK3
Depressive Disorder	相关基因	MAPK8
