375	0	2
267	0	2
453	0	2
424	0	2
443	0	2
79	0	2
345	0	2
50	0	2
413	0	4
66	0	4
320	0	4
139	0	4
63	0	4
176	0	4
30	0	4
494	0	4
55	0	4
344	0	6
123	0	6
253	0	6
125	0	6
139	0	6
292	0	6
413	0	8
159	0	8
458	0	8
320	0	8
237	0	8
416	0	8
49	0	8
185	0	11
123	0	11
104	0	11
243	0	11
292	0	11
109	0	11
246	0	11
95	0	14
228	0	14
41	0	14
115	0	14
233	0	14
416	0	14
37	0	14
41	0	16
228	0	16
243	0	16
133	0	16
320	0	16
404	0	16
115	0	16
404	0	18
41	0	18
127	0	18
45	0	18
37	0	18
17	0	18
391	0	19
308	0	19
184	0	19
85	0	19
39	0	19
35	0	19
133	0	19
66	0	19
123	0	21
413	0	21
115	0	21
133	0	21
142	0	21
148	0	21
163	0	21
329	0	24
37	0	24
63	0	24
17	0	24
148	0	24
233	0	24
168	0	24
404	0	27
228	0	27
280	0	27
41	0	27
17	0	27
115	0	27
416	0	31
17	0	31
301	0	31
344	0	31
253	0	31
295	0	31
173	0	34
375	0	34
267	0	34
424	0	34
228	0	34
88	0	34
295	0	36
148	0	36
425	0	36
41	0	36
133	0	36
115	0	36
137	0	38
233	0	38
41	0	38
17	0	38
41	0	40
416	0	40
228	0	40
37	0	40
115	0	40
301	0	40
332	0	42
404	0	42
228	0	42
109	0	42
17	0	42
115	0	42
133	0	42
425	0	42
280	0	43
183	0	43
104	0	43
267	0	43
102	0	43
233	0	43
216	0	43
274	0	44
404	0	44
228	0	44
17	0	44
127	0	44
63	0	44
185	0	44
115	0	46
228	0	46
41	0	46
173	0	46
41	0	48
153	0	48
228	0	48
416	0	48
344	0	48
332	0	48
17	0	48
146	0	51
233	0	51
17	0	51
243	0	51
458	0	51
295	0	51
125	0	51
95	0	53
45	0	53
377	0	53
151	0	53
248	0	53
295	0	53
253	0	53
41	0	58
17	0	58
404	0	58
37	0	58
168	0	58
180	0	61
17	0	61
142	0	61
413	0	61
133	0	61
45	0	61
159	0	61
416	0	69
37	0	69
139	0	69
332	0	69
41	0	69
301	0	69
404	0	69
17	0	73
45	0	73
413	0	73
41	0	73
233	0	73
37	0	73
228	0	73
332	0	77
425	0	77
41	0	77
228	0	77
76	0	77
173	0	77
185	0	78
301	0	78
139	0	78
246	0	78
17	0	78
26	0	78
243	0	78
301	0	81
237	0	81
26	0	81
256	0	81
349	0	81
180	0	81
425	0	81
17	0	83
320	0	83
254	0	83
159	0	83
153	0	83
133	0	83
404	0	83
282	0	83
322	0	83
41	0	87
228	0	87
404	0	87
153	0	87
295	0	87
344	0	87
17	0	87
295	0	90
17	0	90
494	0	90
109	0	90
413	0	90
416	0	90
377	0	90
41	0	90
102	0	93
280	0	93
243	0	93
208	0	93
233	0	93
41	0	93
301	0	97
416	0	97
246	0	97
123	0	97
135	0	97
377	0	97
425	0	97
274	0	97
41	0	103
37	0	103
295	0	103
148	0	103
127	0	103
332	0	106
41	0	106
228	0	106
425	0	106
17	0	106
115	0	106
173	0	108
416	0	108
185	0	108
151	0	108
425	0	108
246	0	108
17	0	111
349	0	111
45	0	111
301	0	111
243	0	111
344	0	111
228	0	114
416	0	114
344	0	114
41	0	114
86	0	114
17	0	114
148	0	114
425	0	117
115	0	117
148	0	117
146	0	117
274	0	117
320	0	117
233	0	117
17	0	117
416	0	118
109	0	118
115	0	118
41	0	118
228	0	118
295	0	118
115	0	120
332	0	120
37	0	120
66	0	120
228	0	120
280	0	120
404	0	120
208	0	120
133	0	121
