1	2	577
1	3	458
1	2	467
1	2	454
1	3	531
1	3	635
1	3	527
1	2	487
1	2	552
3	1	448
3	1	665
3	1	685
3	1	579
3	1	499
3	3	231
4	2	577
4	3	481
4	2	487
4	3	568
4	3	543
4	3	653
4	3	381
5	1	448
5	1	665
5	2	577
5	1	685
5	1	579
5	3	676
5	3	491
5	2	661
5	1	629
6	1	448
6	2	486
6	2	454
6	2	496
6	2	470
6	2	563
6	2	572
7	2	577
7	3	632
7	3	494
7	2	531
7	3	557
8	3	672
8	3	468
8	3	570
8	2	507
8	2	577
8	3	231
9	3	512
9	3	644
9	3	458
9	2	577
9	3	570
9	3	689
9	2	689
10	1	448
10	2	484
10	3	644
10	3	683
10	3	676
10	2	635
10	3	625
10	2	577
11	1	448
11	2	598
11	2	519
11	2	577
11	2	680
11	2	581
11	2	632
11	2	544
12	2	577
12	2	531
12	3	494
12	3	512
12	2	454
12	2	487
12	2	598
12	2	552
13	2	577
13	2	552
13	2	633
13	1	448
13	3	507
13	3	538
14	1	448
14	1	665
14	2	661
14	1	579
14	1	685
14	2	552
14	3	568
15	2	661
15	1	448
15	3	494
15	3	633
15	3	481
15	3	504
15	3	240
16	2	487
16	2	661
16	3	231
17	3	555
17	3	512
17	2	661
17	3	549
17	3	455
17	2	598
17	3	542
18	2	577
18	3	492
18	3	653
18	3	570
18	3	581
19	1	448
19	3	458
19	2	577
19	2	552
19	3	512
19	2	661
19	3	659
20	1	448
20	2	577
20	3	231
21	1	448
21	3	458
21	2	454
21	3	632
21	2	577
21	3	587
21	2	531
21	3	484
22	1	448
22	3	512
22	3	676
22	2	220
23	1	448
23	2	577
23	2	487
23	3	465
23	3	512
23	3	494
23	3	220
24	3	555
24	2	577
24	3	466
24	2	507
24	2	661
24	3	512
24	3	633
24	3	681
24	3	481
25	3	512
25	3	689
25	3	494
25	3	455
25	3	617
25	3	531
25	3	525
25	2	619
25	3	598
26	2	577
26	2	633
26	2	661
26	2	454
26	3	512
26	2	552
26	3	644
27	1	448
27	2	633
27	3	512
27	2	487
27	2	552
27	3	568
27	3	464
28	2	675
28	2	552
28	3	666
28	3	497
28	2	602
28	3	477
29	1	448
29	1	665
29	1	658
29	2	577
29	2	547
29	3	578
29	2	487
29	3	642
30	2	577
30	3	555
30	2	661
30	2	531
30	3	576
30	2	615
30	2	454
30	2	552
31	2	577
31	2	552
31	3	512
31	3	635
31	3	557
32	1	448
32	2	531
32	2	577
32	3	649
32	2	454
32	2	552
33	1	448
33	2	290
34	1	448
34	2	552
34	2	577
34	3	494
34	2	661
34	2	487
34	3	231
36	2	661
36	3	568
36	2	552
36	2	675
36	3	494
36	2	487
36	3	644
37	1	448
37	2	487
37	3	576
37	3	512
37	2	525
37	3	466
37	2	467
37	3	634
37	3	541
37	2	633
38	3	512
38	1	448
38	2	577
38	3	494
38	2	531
38	3	570
38	3	631
39	3	549
39	3	598
39	3	576
39	3	527
39	2	552
39	3	557
40	1	448
40	3	458
40	2	577
40	2	633
40	3	231
41	1	448
41	3	458
41	3	557
41	3	598
41	3	512
41	3	494
42	3	466
42	2	454
42	3	634
42	2	577
42	3	531
42	3	458
42	3	576
42	2	651
42	2	531
43	2	525
43	2	452
43	2	577
43	2	603
43	2	600
43	2	627
44	1	448
44	3	494
44	2	552
44	3	512
44	2	577
44	3	570
45	2	577
45	3	455
45	3	458
45	3	635
45	3	512
45	3	632
45	3	576
45	3	471
46	1	448
46	2	577
46	2	487
46	3	231
47	2	577
47	3	466
47	2	675
47	3	458
47	2	456
47	2	615
48	2	552
48	2	615
48	3	494
48	1	448
48	3	538
48	3	465
49	3	576
49	3	455
49	2	661
49	3	556
49	3	555
49	3	525
49	3	527
49	3	549
49	2	577
50	1	448
50	1	658
50	3	471
50	2	577
50	3	689
50	2	454
50	3	494
50	3	557
51	1	448
51	3	512
51	2	577
51	3	452
51	3	465
51	3	466
51	3	600
52	3	512
52	3	689
52	3	458
52	2	661
52	2	531
52	3	632
52	3	631
52	2	599
52	2	454
52	2	692
53	1	448
53	2	577
53	2	658
53	2	531
53	3	576
53	3	542
53	2	525
54	2	661
54	3	479
54	2	615
54	3	632
54	3	648
54	2	675
54	3	494
54	3	649
55	1	448
55	1	665
55	1	685
55	1	486
55	1	579
55	2	552
55	3	531
56	2	577
56	2	487
56	2	454
56	2	552
56	3	458
56	2	615
57	1	448
57	2	531
57	2	577
57	3	458
57	3	512
57	2	661
57	2	688
57	2	615
58	2	661
58	2	599
58	2	487
58	2	600
58	3	632
58	2	507
58	3	231
59	1	448
59	2	467
59	3	231
60	2	661
60	2	552
60	2	531
60	1	448
60	2	456
60	3	544
61	2	552
61	2	531
61	2	577
61	2	628
61	3	576
61	2	456
62	3	632
62	3	494
62	3	659
62	2	577
62	3	531
62	2	487
62	3	537
62	3	642
62	2	35
63	3	609
63	3	552
63	3	544
63	3	568
63	3	632
63	3	538
64	1	448
64	2	544
64	3	494
64	2	661
64	3	570
64	2	531
64	2	456
65	1	448
65	2	661
65	2	531
65	3	231
66	3	512
66	3	609
66	2	454
66	3	598
66	3	538
66	3	549
66	2	487
66	3	465
66	3	625
67	3	568
67	3	464
67	3	481
67	2	508
67	2	632
67	3	524
67	3	555
67	2	577
68	1	448
68	2	577
68	3	632
68	3	494
68	3	544
68	2	552
69	1	448
69	1	665
69	1	685
69	1	499
69	2	577
69	3	494
69	2	633
70	3	555
70	3	466
70	3	512
70	2	577
70	2	507
70	3	659
70	3	458
70	3	455
71	2	454
71	2	552
71	2	615
71	3	512
71	2	456
72	1	448
72	1	665
72	1	685
72	3	494
72	1	499
72	1	629
72	1	579
72	2	661
73	2	577
73	3	555
73	2	552
73	3	487
73	2	615
73	3	644
74	1	448
74	3	651
74	2	552
74	2	577
74	2	456
75	3	512
75	3	584
75	2	525
75	2	577
75	3	494
75	3	458
75	2	619
75	2	649
76	1	448
76	3	481
76	2	615
76	3	680
76	3	617
76	3	541
76	3	519
76	3	644
76	3	578
77	1	448
77	2	661
77	2	487
77	2	598
77	3	576
77	2	525
77	3	231
78	3	512
78	3	568
78	3	549
78	3	581
78	3	576
78	3	523
78	3	542
79	1	448
79	1	658
79	3	520
79	2	454
79	2	615
79	3	524
79	3	494
79	3	657
80	2	487
80	2	35
81	2	531
81	3	494
81	3	635
81	3	512
81	2	615
81	3	644
81	3	549
81	2	467
81	2	507
82	3	494
82	2	454
82	3	644
82	2	552
82	3	512
82	2	537
82	2	507
82	2	463
83	1	448
83	2	552
83	3	584
83	2	661
83	3	570
83	2	487
84	3	458
84	3	537
84	2	577
84	3	568
84	3	633
84	3	657
84	3	632
84	3	494
85	2	448
85	2	520
85	3	231
86	3	458
86	2	552
86	3	494
86	2	669
86	2	459
86	3	531
86	2	628
87	1	448
87	2	615
87	3	609
87	2	628
87	2	525
87	3	538
87	3	568
88	1	448
88	2	552
88	3	512
88	3	487
88	2	615
88	3	570
89	3	231
90	2	661
90	3	525
90	3	542
90	3	466
90	3	576
90	3	689
90	3	555
90	3	497
91	3	231
92	1	448
92	2	577
92	3	494
92	2	633
92	2	487
92	3	531
92	2	544
92	2	507
93	2	575
93	2	507
93	2	640
93	2	577
93	2	615
93	2	535
93	1	448
94	1	448
94	2	552
94	2	577
94	2	544
94	2	487
94	3	494
95	2	577
95	3	512
95	2	507
95	3	635
95	2	544
95	2	552
96	2	661
96	1	448
96	3	494
96	3	512
96	3	692
96	3	555
96	2	467
96	2	615
96	2	675
97	3	555
97	3	528
97	3	509
97	3	575
97	3	617
97	3	557
98	1	448
98	3	231
99	2	577
99	2	531
99	2	544
99	2	552
99	2	563
100	2	456
100	2	531
100	1	658
100	2	688
100	3	657
100	2	552
101	1	448
101	2	577
101	2	531
101	2	544
101	2	454
101	1	665
101	2	487
101	3	512
102	2	577
102	3	487
102	3	633
102	3	541
102	3	635
102	3	455
102	2	552
103	1	658
103	1	448
103	2	615
103	3	466
103	3	231
104	1	448
104	1	665
104	1	685
104	1	499
104	1	579
104	1	629
104	1	516
104	1	486
105	1	448
105	3	572
105	2	544
105	2	598
105	1	665
105	3	587
105	3	458
105	3	240
106	1	448
106	2	675
106	2	619
106	2	681
106	3	494
106	3	659
106	2	531
106	3	458
106	3	632
106	2	558
107	2	577
107	2	454
107	2	544
107	3	649
107	2	552
108	1	448
108	1	665
108	1	685
108	2	552
108	2	544
108	3	231
109	1	448
109	2	454
109	3	628
109	2	651
109	2	615
109	3	577
109	3	448
109	3	231
110	3	512
110	2	577
110	3	631
110	2	552
110	2	487
110	3	458
110	3	494
111	1	448
111	3	458
111	2	507
111	3	466
111	2	577
111	3	628
111	3	636
111	2	661
111	3	549
112	2	615
112	3	458
112	2	661
112	3	494
112	3	634
112	2	552
112	2	577
113	2	577
113	2	531
113	2	552
113	3	542
113	3	570
114	1	448
114	2	577
114	2	633
114	3	568
114	2	661
114	2	454
114	3	488
114	3	527
115	3	512
115	3	466
115	2	454
115	3	541
115	2	487
115	3	659
115	3	487
115	2	599
115	3	625
115	2	661
116	1	448
116	2	661
116	2	577
116	2	544
116	3	576
116	2	556
116	2	598
116	2	634
117	3	231
118	2	615
118	1	448
118	2	661
118	3	231
119	1	448
119	2	577
119	2	688
119	3	599
119	2	484
119	3	35
120	2	598
120	2	552
120	3	494
120	3	570
120	3	568
121	2	531
121	3	512
121	3	455
121	3	653
121	3	569
121	3	481
121	3	644
121	3	466
121	2	552
122	1	448
122	1	665
122	1	579
122	1	499
122	1	685
122	1	629
122	3	512
122	2	681
123	1	448
123	2	577
123	2	552
123	2	633
123	3	494
123	3	512
123	2	531
124	2	577
124	2	456
124	3	632
124	2	531
124	3	231
125	1	448
125	1	665
125	1	499
125	1	685
125	1	629
125	1	579
125	1	486
126	1	448
126	2	552
126	3	676
126	2	487
126	2	598
126	2	661
126	2	454
126	3	631
127	2	577
127	2	552
127	3	455
127	3	466
127	3	542
128	1	448
128	2	577
128	3	512
128	3	494
128	2	454
128	2	661
128	2	615
128	2	675
129	3	576
129	3	542
129	3	455
129	2	487
129	3	448
129	2	485
129	2	552
130	2	615
130	2	552
130	2	487
130	3	537
130	2	577
130	3	552
131	2	577
131	3	458
131	3	570
131	3	642
131	3	644
131	3	487
131	3	683
132	2	525
132	3	689
132	3	602
132	3	632
132	3	615
132	2	552
133	1	448
133	1	665
133	2	552
133	3	507
133	3	538
133	1	685
133	2	456
134	1	448
134	2	531
134	2	577
134	2	598
134	3	531
134	3	634
134	3	633
134	2	519
134	2	454
135	2	602
135	3	466
135	2	598
135	2	552
135	2	456
136	1	448
136	2	577
136	2	661
136	3	466
136	1	665
136	3	572
136	3	448
136	3	512
137	2	577
137	1	458
137	3	466
137	2	569
137	3	632
137	2	454
137	3	555
137	3	494
137	3	637
138	2	577
138	2	454
138	3	544
138	3	568
138	3	460
138	2	525
138	2	633
139	3	576
139	3	555
139	3	556
139	2	577
139	2	496
139	3	575
139	3	531
140	1	448
140	2	577
140	3	512
140	3	634
140	3	487
140	2	675
140	3	549
140	3	642
140	3	576
141	1	448
141	3	632
141	2	531
141	3	494
141	2	454
141	3	689
141	2	577
141	2	544
142	1	448
142	3	512
142	2	577
142	2	552
142	3	231
143	3	568
143	3	494
